,SP500,Date,Returns
360,2779.03,2018-06-08,8.66000000000031
361,2782.0,2018-06-11,2.9699999999998
362,2786.85,2018-06-12,4.849999999999909
363,2775.63,2018-06-13,-11.2199999999998
364,2782.49,2018-06-14,6.859999999999673
365,2779.66,2018-06-15,-2.8299999999999272
366,2773.75,2018-06-18,-5.9099999999998545
367,2762.59,2018-06-19,-11.159999999999854
368,2767.32,2018-06-20,4.730000000000018
369,2749.76,2018-06-21,-17.559999999999945
370,2754.88,2018-06-22,5.119999999999891
371,2717.07,2018-06-25,-37.809999999999945
372,2723.06,2018-06-26,5.989999999999782
373,2699.63,2018-06-27,-23.429999999999836
374,2716.31,2018-06-28,16.679999999999836
375,2718.37,2018-06-29,2.0599999999999454
376,2726.71,2018-07-02,8.340000000000146
377,2713.22,2018-07-03,-13.490000000000236
379,2736.61,2018-07-05,23.390000000000327
380,2759.82,2018-07-06,23.210000000000036
381,2784.17,2018-07-09,24.34999999999991
382,2793.84,2018-07-10,9.670000000000073
383,2774.02,2018-07-11,-19.820000000000164
384,2798.29,2018-07-12,24.269999999999982
385,2801.31,2018-07-13,3.019999999999982
386,2798.43,2018-07-16,-2.880000000000109
387,2809.55,2018-07-17,11.120000000000346
388,2815.62,2018-07-18,6.069999999999709
389,2804.49,2018-07-19,-11.13000000000011
390,2801.83,2018-07-20,-2.6599999999998545
391,2806.98,2018-07-23,5.150000000000091
392,2820.4,2018-07-24,13.420000000000073
393,2846.07,2018-07-25,25.670000000000073
394,2837.44,2018-07-26,-8.63000000000011
395,2818.82,2018-07-27,-18.61999999999989
396,2802.6,2018-07-30,-16.220000000000255
397,2816.29,2018-07-31,13.690000000000055
398,2813.36,2018-08-01,-2.9299999999998363
399,2827.22,2018-08-02,13.859999999999673
400,2840.35,2018-08-03,13.13000000000011
401,2850.4,2018-08-06,10.050000000000182
402,2858.45,2018-08-07,8.049999999999727
403,2857.7,2018-08-08,-0.75
404,2853.58,2018-08-09,-4.119999999999891
405,2833.28,2018-08-10,-20.299999999999727
406,2821.93,2018-08-13,-11.350000000000364
407,2839.96,2018-08-14,18.0300000000002
408,2818.37,2018-08-15,-21.590000000000146
409,2840.69,2018-08-16,22.320000000000164
410,2850.13,2018-08-17,9.440000000000055
411,2857.05,2018-08-20,6.920000000000073
412,2862.96,2018-08-21,5.9099999999998545
413,2861.82,2018-08-22,-1.1399999999998727
414,2856.98,2018-08-23,-4.8400000000001455
415,2874.69,2018-08-24,17.710000000000036
416,2896.74,2018-08-27,22.049999999999727
417,2897.52,2018-08-28,0.7800000000002001
418,2914.04,2018-08-29,16.519999999999982
419,2901.13,2018-08-30,-12.909999999999854
420,2901.52,2018-08-31,0.38999999999987267
422,2896.72,2018-09-04,-4.800000000000182
423,2888.6,2018-09-05,-8.11999999999989
424,2878.05,2018-09-06,-10.549999999999727
425,2871.68,2018-09-07,-6.370000000000346
426,2877.13,2018-09-10,5.450000000000273
427,2887.89,2018-09-11,10.759999999999764
428,2888.92,2018-09-12,1.0300000000002
429,2904.18,2018-09-13,15.259999999999764
430,2904.98,2018-09-14,0.8000000000001819
431,2888.8,2018-09-17,-16.179999999999836
432,2904.31,2018-09-18,15.509999999999764
433,2907.95,2018-09-19,3.6399999999998727
434,2930.75,2018-09-20,22.800000000000182
435,2929.67,2018-09-21,-1.0799999999999272
436,2919.37,2018-09-24,-10.300000000000182
437,2915.56,2018-09-25,-3.8099999999999454
438,2905.97,2018-09-26,-9.590000000000146
439,2914.0,2018-09-27,8.0300000000002
440,2913.98,2018-09-28,-0.01999999999998181
441,2924.59,2018-10-01,10.610000000000127
442,2923.43,2018-10-02,-1.1600000000003092
443,2925.51,2018-10-03,2.080000000000382
444,2901.61,2018-10-04,-23.90000000000009
445,2885.57,2018-10-05,-16.039999999999964
446,2884.43,2018-10-08,-1.1400000000003274
447,2880.34,2018-10-09,-4.089999999999691
448,2785.68,2018-10-10,-94.66000000000031
449,2728.37,2018-10-11,-57.309999999999945
450,2767.13,2018-10-12,38.76000000000022
451,2750.79,2018-10-15,-16.340000000000146
452,2809.92,2018-10-16,59.13000000000011
453,2809.21,2018-10-17,-0.7100000000000364
454,2768.78,2018-10-18,-40.429999999999836
455,2767.78,2018-10-19,-1.0
456,2755.88,2018-10-22,-11.900000000000091
457,2740.69,2018-10-23,-15.190000000000055
458,2656.1,2018-10-24,-84.59000000000015
459,2705.57,2018-10-25,49.470000000000255
460,2658.69,2018-10-26,-46.88000000000011
461,2641.25,2018-10-29,-17.440000000000055
462,2682.63,2018-10-30,41.38000000000011
463,2711.74,2018-10-31,29.109999999999673
464,2740.37,2018-11-01,28.63000000000011
465,2723.06,2018-11-02,-17.309999999999945
466,2738.31,2018-11-05,15.25
467,2755.45,2018-11-06,17.139999999999873
468,2813.89,2018-11-07,58.440000000000055
469,2806.83,2018-11-08,-7.059999999999945
470,2781.01,2018-11-09,-25.81999999999971
471,2726.22,2018-11-12,-54.79000000000042
472,2722.18,2018-11-13,-4.039999999999964
473,2701.58,2018-11-14,-20.59999999999991
474,2730.2,2018-11-15,28.61999999999989
475,2736.27,2018-11-16,6.070000000000164
476,2690.73,2018-11-19,-45.539999999999964
477,2641.89,2018-11-20,-48.840000000000146
478,2649.93,2018-11-21,8.039999999999964
480,2632.56,2018-11-23,-17.36999999999989
481,2673.45,2018-11-26,40.88999999999987
482,2682.17,2018-11-27,8.720000000000255
483,2743.79,2018-11-28,61.61999999999989
484,2737.76,2018-11-29,-6.029999999999745
485,2760.17,2018-11-30,22.409999999999854
486,2790.37,2018-12-03,30.199999999999818
487,2700.06,2018-12-04,-90.30999999999995
489,2695.95,2018-12-06,-4.110000000000127
490,2633.08,2018-12-07,-62.86999999999989
491,2637.72,2018-12-10,4.639999999999873
492,2636.78,2018-12-11,-0.9399999999995998
493,2651.07,2018-12-12,14.289999999999964
494,2650.54,2018-12-13,-0.5300000000002001
495,2599.95,2018-12-14,-50.590000000000146
496,2545.94,2018-12-17,-54.00999999999976
497,2546.16,2018-12-18,0.2199999999997999
498,2506.96,2018-12-19,-39.19999999999982
499,2467.42,2018-12-20,-39.539999999999964
500,2416.62,2018-12-21,-50.80000000000018
501,2351.1,2018-12-24,-65.51999999999998
503,2467.7,2018-12-26,116.59999999999991
504,2488.83,2018-12-27,21.13000000000011
505,2485.74,2018-12-28,-3.0900000000001455
506,2506.85,2018-12-31,21.110000000000127
508,2510.03,2019-01-02,3.180000000000291
509,2447.89,2019-01-03,-62.14000000000033
510,2531.94,2019-01-04,84.05000000000018
511,2549.69,2019-01-07,17.75
512,2574.41,2019-01-08,24.7199999999998
513,2584.96,2019-01-09,10.550000000000182
514,2596.64,2019-01-10,11.679999999999836
515,2596.26,2019-01-11,-0.3799999999996544
516,2582.61,2019-01-14,-13.650000000000091
517,2610.3,2019-01-15,27.690000000000055
518,2616.1,2019-01-16,5.799999999999727
519,2635.96,2019-01-17,19.860000000000127
520,2670.71,2019-01-18,34.75
522,2632.9,2019-01-22,-37.809999999999945
523,2638.7,2019-01-23,5.799999999999727
524,2642.33,2019-01-24,3.630000000000109
525,2664.76,2019-01-25,22.43000000000029
526,2643.85,2019-01-28,-20.91000000000031
527,2640.0,2019-01-29,-3.849999999999909
528,2681.05,2019-01-30,41.05000000000018
529,2704.1,2019-01-31,23.049999999999727
530,2706.53,2019-02-01,2.430000000000291
531,2724.87,2019-02-04,18.33999999999969
532,2737.7,2019-02-05,12.829999999999927
533,2731.61,2019-02-06,-6.089999999999691
534,2706.05,2019-02-07,-25.559999999999945
535,2707.88,2019-02-08,1.8299999999999272
536,2709.8,2019-02-11,1.9200000000000728
537,2744.73,2019-02-12,34.929999999999836
538,2753.03,2019-02-13,8.300000000000182
539,2745.73,2019-02-14,-7.300000000000182
540,2775.6,2019-02-15,29.86999999999989
542,2779.76,2019-02-19,4.160000000000309
543,2784.7,2019-02-20,4.9399999999996
544,2774.88,2019-02-21,-9.819999999999709
545,2792.67,2019-02-22,17.789999999999964
546,2796.11,2019-02-25,3.4400000000000546
547,2793.9,2019-02-26,-2.2100000000000364
548,2792.38,2019-02-27,-1.5199999999999818
549,2784.49,2019-02-28,-7.890000000000327
550,2803.69,2019-03-01,19.200000000000273
551,2792.81,2019-03-04,-10.88000000000011
552,2789.65,2019-03-05,-3.1599999999998545
553,2771.45,2019-03-06,-18.200000000000273
554,2748.93,2019-03-07,-22.519999999999982
555,2743.07,2019-03-08,-5.859999999999673
556,2783.3,2019-03-11,40.23000000000002
557,2791.52,2019-03-12,8.2199999999998
558,2810.92,2019-03-13,19.40000000000009
559,2808.48,2019-03-14,-2.4400000000000546
560,2822.48,2019-03-15,14.0
561,2832.94,2019-03-18,10.460000000000036
562,2832.57,2019-03-19,-0.36999999999989086
563,2824.23,2019-03-20,-8.340000000000146
564,2854.88,2019-03-21,30.65000000000009
565,2800.71,2019-03-22,-54.17000000000007
566,2798.36,2019-03-25,-2.349999999999909
567,2818.46,2019-03-26,20.09999999999991
568,2805.37,2019-03-27,-13.090000000000146
569,2815.44,2019-03-28,10.070000000000164
570,2834.4,2019-03-29,18.960000000000036
571,2867.19,2019-04-01,32.789999999999964
572,2867.24,2019-04-02,0.04999999999972715
573,2873.4,2019-04-03,6.160000000000309
574,2879.39,2019-04-04,5.989999999999782
575,2892.74,2019-04-05,13.349999999999909
576,2895.77,2019-04-08,3.0300000000002
577,2878.2,2019-04-09,-17.570000000000164
578,2888.21,2019-04-10,10.010000000000218
579,2888.32,2019-04-11,0.11000000000012733
580,2907.41,2019-04-12,19.08999999999969
581,2905.58,2019-04-15,-1.8299999999999272
582,2907.06,2019-04-16,1.4800000000000182
583,2900.45,2019-04-17,-6.610000000000127
584,2905.03,2019-04-18,4.580000000000382
586,2907.97,2019-04-22,2.9399999999996
587,2933.68,2019-04-23,25.710000000000036
588,2927.25,2019-04-24,-6.429999999999836
589,2926.17,2019-04-25,-1.0799999999999272
590,2939.88,2019-04-26,13.710000000000036
591,2943.03,2019-04-29,3.150000000000091
592,2945.83,2019-04-30,2.799999999999727
593,2923.73,2019-05-01,-22.09999999999991
594,2917.52,2019-05-02,-6.210000000000036
595,2945.64,2019-05-03,28.11999999999989
596,2932.47,2019-05-06,-13.170000000000073
597,2884.05,2019-05-07,-48.41999999999962
598,2879.42,2019-05-08,-4.630000000000109
599,2870.72,2019-05-09,-8.700000000000273
600,2881.4,2019-05-10,10.680000000000291
601,2811.87,2019-05-13,-69.5300000000002
602,2834.41,2019-05-14,22.539999999999964
603,2850.96,2019-05-15,16.550000000000182
604,2876.32,2019-05-16,25.360000000000127
605,2859.53,2019-05-17,-16.789999999999964
606,2840.23,2019-05-20,-19.300000000000182
607,2864.36,2019-05-21,24.13000000000011
608,2856.27,2019-05-22,-8.090000000000146
609,2822.24,2019-05-23,-34.0300000000002
610,2826.06,2019-05-24,3.8200000000001637
612,2802.39,2019-05-28,-23.670000000000073
613,2783.02,2019-05-29,-19.36999999999989
614,2788.86,2019-05-30,5.8400000000001455
615,2752.06,2019-05-31,-36.80000000000018
616,2744.45,2019-06-03,-7.610000000000127
617,2803.27,2019-06-04,58.820000000000164
618,2826.15,2019-06-05,22.88000000000011
619,2843.49,2019-06-06,17.33999999999969
620,2873.34,2019-06-07,29.850000000000364
621,2886.73,2019-06-10,13.389999999999873
